Protein	U148_set8_201216_20	U124_200805_03	UpoolS12_200827_02	U22_200807_07	U406_set6_201125_3	U367_set6_201125_13	U480_200807_01	U34_200805_08	U359_200827_04	U77_set8_201216_21	U441_set6_201125_17	U124_200827_06	U37_200807_03	U386_set6_201125_8	Upool_201125_201128211109_11	U125_200805_09	U496_200805_06	Upool_200827_swtch_10	UpoolS1_200827_08	U64_200805_07	U58_set8_201216_22	Upool_201216_201221032402_25	Upool_201216_201221064807_26	U415_200912_11	Upool_200925_12	U100_200805_04	U297_200827_03	Upool_201125_201201055914_25	U461_set8_201216_23	U126_set8_201216_24	Upool_201130_201202035550_1	U170_set4_200930_7	U253_set4_200930_201001024335_6	U221_set4_200930_3	U379_set6_201125_24	U432_set3_200925_5	U169_set4_200930_8	Upool_200925_11	U412_set3_200926_16	Upool_200921_200922042327	U424_200912_15	U253_set4_200930_4	U458_set3_200926_15	U411_set3_200925_9	U415_set3_200926_13	U448_set7_201130_2	U221_set4_200930_200930231546_5	Upool_200910_37	U437_200912_8	U468_set7_201130_3	U473_set7_201130_4	U451_set7_201130_5	U456_set4_200930_15	Upool_200930_201004231713_28	Upool_200930_201003213301_22	U314_set5_201121_15	U321_set5_201121_12	U472_set7_201130_6	U215_set4_200930_25	U318_set5_201121_8	U208_set4_200930_26	U279_set5_201121_22	U512_set4_200930_18	U470_set7_201130_7	Upool_200930_13	U264_set4_200930_23	U286_set5_201121_17	U457_set7_201130_8	U324_set5_201121_4	Upool_201121_1	U270_set5_201121_6	U505_set7_201130_9	Upool_201130_10	U471_200805_05	U455_set7_201130_11	U476_set7_201130_12	U413_200912_1	U427_200912_9	Upool_200921_1	Upool_200926_22	Upool_201121_201121180315_2	U331_set5_201121_3	U181_set4_200930_9	U302_set5_201121_7	U260_set4_200930_12	U463_set7_201130_13	U518_set7_201130_14	U506_set7_201130_15	U1_set4_200930_19	U313_set5_201121_23	U185_set4_200930_14	Upool_201121_201123053643_11	U262_set4_200930_17	U535_set4_200930_24	U281_set5_201121_18	U269_set5_201121_5	U444_set7_201130_16	U525_set7_201130_17	U485_set7_201130_18	U394_200827_23	U362_200827_26	U363_200827_24	Upool_200827e_27	U393_200827_13	U399_200827_12	U343_200827_16	U402_200827_11	Upool_200827_S1234_15	U395_200827_28	Upool_201130_201205041116_19	U404_200827_17	Upool_201121_201126002127_20	U275_200827_29	U346_set6_201125_18	UpoolS1_200805_01	U365_200827_19	U304_200827_22	U484_set7_201130_20	U290_200827_30	U377_set6_201125_23	U326_200827_20	U355_200827_18	U459_set7_201130_21	U478_set7_201130_22	U502_set7_201130_23	Upool_201130_201206012949_24	U290_set2_200925_3	U11_set1_200921_3	Upool_200910_31	Upool_200910_32	U412_200912_13	U436_200912_20	U432_200912_19	Upool_200925_1	Upool_201130_201206045851_25	Upool_200921_2	U450_200912_4	U429_200912_2	U433_200912_18	U425_200912_7	Upool_200912_6	U443_200912_5	Upool_200912_12	Upool_201216_1	U452_200912_16	U422_200912_3	Upool_200912_17	U458_200912_10	Upool_201216_201216215309_2	U108_set8_201216_3	U530_set8_201216_4	U85_set8_201216_5	U155_set4_200930_10	U177_set4_200930_11	U220_set4_200930_21	U317_set5_201121_9	U452_set3_200926_20	Upool_200929_1	Upool_200925_10	Upool_200929_200930064751_2	U5_set8_201216_7	U433_set3_200926_21	U442_set3_200926_17	U405_set3_200925_7	U384_set2_200925_4	U319_set2_200925_3	U328_set5_201121_10	U432_set3_200925_6	U209_set4_200930_20	U39_set8_201216_8	Upool_200930_201004194741_27	U436_set3_200925_8	U414_set3_200926_18	U424_set3_200926_19	U118_set8_201216_9	U62_set8_201216_11	U278_set5_201121_14	Upool_201125_1	U419_set6_201125_5	U287_set5_201121_16	U407_set6_201125_4	Upool_201125_201127093210_2	U311_set5_201121_21	U335_set6_201125_15	U329_set8_201216_10	U298_set5_201121_19	U438_set6_201125_6	Upool_201121_201127004651_26	U417_set6_201125_19	U332_set6_201125_16	U280_set5_201121_13	Upool_201125_201130085139_20	U388_set6_201125_10	U75_set8_201216_11	U353_set6_201125_9	U296_set5_201121_24	U381_set6_201125_7	U347_set6_201125_14	U139_set8_201216_12	U69_set8_201216_13	U527_set8_201216_14	U494_set8_201216_15	UpoolS1_200807_08	U351_set6_201125_22	U146_200807_06	U11_200805_02	UpoolS1_200805_10	UpoolS12_200827_01	U275_set2_200925_2	U70_200805_13	U14_200807_04	Upool_200827_swtch_07	U493_200807_02	U428_set6_201125_21	U383_set6_201125_12	nFragment	nPeptide
A0A087WSX0	4755.31	10548.4	7158.28	12531.8	3258.19	5217.36	2660.31	8406.27	4171.18	3772.86	5386.01	9072.06	7274.48	686.515	2105.64	7995.3	12280.4	6526.49	4930.28	13851.8	5936.11	4325.08	8055.7	5725.56	14287.1	4555.26	2933.68	11335.4	6012.75	3722.07	10035.7	4662.77	7474.46	7598.16	6332.04	8831.05	22831.4	6371.76	7765.97	18735.4	5283.98	4901.76	1999.75	6956.97	686.515	7057.76	686.515	686.515	2732.62	7782.26	5459.53	4581.55	2510.25	12770.9	6047.58	9103.46	14164.5	3092.1	977.565	686.515	5191.36	3942.53	4322.67	3543.87	741.865	686.515	7605.17	686.515	3518.59	8531.47	1827.01	4886.48	1526.89	686.515	1415.98	9962.54	2392.76	6136.6	3210.06	10764.4	14397.2	14297	4099.92	8774.48	5916.86	7733.61	7904.76	7784.61	8356.05	7074.92	11311.2	6291.34	14515.5	2916.28	12660.3	11518.8	6530.15	5877.29	6680.64	5205.3	11273	6101.45	17691.6	7415.24	4341.98	8201.99	88902.8	4589.65	15169.7	8149.54	21183.5	5054.8	1815.23	2741.53	4549.22	8462.2	13199.1	12073	5150.71	2515.39	6920.13	3945.32	11290.7	11734.3	5971.93	6748.8	2412.59	8221.3	2587.76	3746.68	5133.92	14595.4	3542.3	13506	7297.21	5352.01	4735.67	16117.6	16795	7907	2808.5	21735	9425.46	5985.64	3132.93	6671.22	13007.9	21791.4	7120.86	5316.08	9247.7	9469.94	13829	9079.95	8548.3	2252.75	12119	7877.6	4865.75	1529.88	12398.8	7703.91	13616.2	6829.94	4585.67	4281.35	10412.7	9061.34	3366.78	12702.2	21159.5	7080.81	4756.98	9324.03	12031	7986.97	16618.8	11535.3	5905.12	3678.72	5553.12	8103.38	10740.8	7579.05	6713.25	14642.3	12214.7	4980.52	5601.48	5182.37	8391.64	10452	3231.69	8819.3	8744.4	8537.62	7887.29	6864.49	10794.3	9498.14	7023.52	7680.64	5574.52	11132.8	7909.77	7428.53	3375.22	13103.9	17604.7	2212.5	5323.75	3136.84	7399.49	9108.86	8951.55	7	2
A0A087WSY6	288733	372040	382277	435166	163885	282767	352931	399821	375961	310878	287804	219488	445427	258090	347192	289384	257281	412185	388828	440669	256285	336199	319693	239532	620798	306258	386795	370652	274979	294320	341007	272791	231209	541078	329158	280324	632732	429023	314249	361368	258231	420274	267968	350427	447137	371005	246107	455918	252110	348668	321405	311187	311351	443764	374289	493566	304455	319192	394953	171971	376218	248826	174048	323149	447854	361769	391435	311337	481024	403589	313779	326900	331140	328713	332515	342279	368813	154641	442998	227396	317376	313837	398562	287056	281502	315488	349112	323093	319458	322625	603969	286733	250974	320493	597498	343541	344751	287979	302409	286661	453580	274191	430743	223471	341550	457578	490678	364737	606134	282961	196278	312284	152784	474119	380160	512035	395263	383850	189916	162936	464202	292505	333739	463230	232011	248596	441144	336320	295093	303253	534859	405872	215083	542722	249518	417823	505735	424599	338989	272136	264191	496964	249600	284405	275160	493516	374263	500702	294846	285028	380545	399351	293163	337433	470641	261921	280531	669623	184310	97646.8	401850	454449	409786	293630	447540	492190	310665	415478	232543	378267	305228	353764	379012	291644	387849	346924	403547	220529	496373	246112	138188	516453	284731	489844	315916	833834	450170	471472	374901	227629	265318	279555	239627	392523	373866	413752	224930	361755	366759	379849	365038	376770	591724	170338	373440	377933	308380	540393	333871	280445	380056	338701	305510	353316	438228	20	4
A0A087WSZ0	12865.1	34690.7	42440.2	332993	22787.2	568151	25453.6	283958	18476.9	107089	24622.8	26988.9	18148.3	136681	179862	5340.02	297243	169532	276020	5875.09	55690.5	104558	21681.3	46836.9	69716.9	26560.5	24310.2	157067	34542.1	28105.4	132913	192872	20091.9	101090	110433	113182	98318.5	23816.5	64514.3	80903.8	16837.3	64574.5	62628.7	58456.8	76129.5	113995	64567.4	17377.5	46623.6	31658.8	82942.7	86282.8	60834.6	65137.4	66640.3	86718.3	202627	15513.5	48745.4	45285	40988.8	40972.3	2825.2	41173.9	2825.2	2825.2	2825.2	67980.9	2825.2	2825.2	2825.2	65959.4	57043.2	30402.6	54307.9	58413.9	24908.7	62976	67809.3	78650.5	55224.9	52856.5	63313.2	85869.2	93532.9	35846.6	27237.1	31567.1	77221.2	64602	109785	51000.5	59011.6	97454.4	157057	49640.2	17985.5	27283	24253.9	112419	11588.7	109830	102746	153462	101911	112649	13949.1	129154	17149.1	59719.3	21272.3	39008.2	88027.6	142879	99418.6	76939	131797	54438.7	67616.4	29656.2	71744.3	29390	49143.2	50304.3	25050.9	41477.6	150753	92176.2	45807.5	229250	75126	202294	9999.41	114394	22314.4	23318	21114.1	33212.1	151718	123091	97920.6	27273.2	75018.9	156193	230085	26184.8	20091.5	110257	22133.5	33694.4	42553.5	46471.1	36726.6	84756.7	225132	87162.7	36423.4	48366.8	12460.6	2825.2	42283.7	83812.6	133413	29749.1	62197.6	65664.1	328096	27013.1	95370.4	67235.5	2825.2	59233.4	44279	23136	40866.7	28214.2	67610.2	61132	187882	61954	16972.7	32941.6	76902.4	97426.4	36009.6	130227	92844.5	102344	47626.7	24073.1	40507.9	41613.6	37233	33943.1	43890.2	193650	147897	96504.7	48339.5	20034.1	20418.9	111304	18842.7	51763.1	2825.2	2825.2	131337	171459	56097.9	9205.29	72098.7	126767	101343	107519	184120	5	1
A0A087WW87;P01614	22013.1	18699.8	23540.8	13882.6	24463	8648.28	29765.2	20954.5	32004.4	19837.5	16103.5	35539.8	14288.8	22143.1	25351.1	16571.7	35394.2	25086.8	19353	22506.4	20252.3	23978.5	23712.8	43495.4	2146.85	18318.8	23885.4	13710.2	15400.7	16941.6	16506.1	21548.7	21931.8	15591.6	14112.3	19553.1	33015	40553.9	16918.3	34306.9	13569.3	30083.1	16377.2	26056	11247	13799.8	23520.6	63908.3	17062.3	18567.5	20838.7	23695.8	16310	27205.2	23571.8	19483.3	12410.1	17682.8	22657.3	23286.9	8427.51	23756.2	2146.85	13181	31055.1	63094.2	38769.9	10061.5	58447.3	28435.5	6382.88	20419.8	16244.5	8499.25	15432.4	19888.7	64198	13972	2146.85	25201.1	27887.1	27048.1	22236	11346.8	16115.9	19915.3	21892.2	19694.1	36137.9	16754.3	30001	15995.9	9323.06	37719.5	41103.3	34120.1	17148.2	46612.3	55840	14003.9	15160.1	22409.8	14924.2	2146.85	10702.6	2146.85	2146.85	18344.7	2146.85	46155.1	6228.51	23339.6	20692.2	2146.85	27412.6	24426.1	14854.7	39929.4	11426.4	12229.6	10684.6	15381	38402.8	40725.5	55161.9	44814.2	7810.64	9068.49	13031.3	2146.85	71823.1	24977.1	24324.4	14960.4	41875.8	46180	11691.5	8884.67	2146.85	2146.85	21825.2	6798.63	2146.85	74322.6	2146.85	2146.85	6661.98	4493.03	58083.7	54015.9	23343.2	21099.5	8161.71	49504.6	45952.3	15860.1	30610.5	18923.4	9110.13	7929.42	19789.9	37793.3	25328.4	35154.2	25216.7	19143.1	15275.8	25298.7	18484	21676	21318.4	48135.9	27494.8	9723.53	20124.2	19287.3	33154.3	19284.1	18491.3	33545.9	8788.31	18906	17729.8	23845.6	18937.9	53403.6	96383.4	24382.6	24762.7	18642.8	11602.9	19424.9	25974.6	21929.6	19020.5	21867.9	16800.3	33368.4	18911.2	20297.3	59375	68559.1	4499.51	2146.85	2146.85	2146.85	13229.8	2146.85	2146.85	2146.85	12912.1	2146.85	9657.46	2146.85	12175.6	5	1
A0A0A0MS15	201250	150640	181948	200158	223625	185033	289798	227797	188984	182391	222799	192373	453817	63534.9	257326	183615	178509	191068	183252	167144	140483	182128	189334	203704	231345	139102	147798	264312	228999	232909	254198	139156	133690	220639	232483	185569	411124	428089	119503	248463	159895	228719	121635	246095	221598	243502	104025	109023	194966	234005	202738	278487	187751	221912	127959	145247	383506	302152	357503	60084.9	53428.1	280730	144134	272707	313513	76850.2	307387	252406	115917	190089	26650	274533	243833	130563	250691	279473	108370	166068	115908	183616	273014	265952	62126.5	182073	232047	240311	243968	217131	172799	250698	311933	292919	80950.8	105706	345025	262280	167507	203992	175173	146303	209815	141729	203859	168190	141086	367053	303670	211250	259996	215791	202003	95497.1	279937	466586	256948	356126	243953	283247	100219	44429.6	269153	55898.8	338227	250253	211178	220775	83689.3	95079.3	180978	190594	262614	468152	169851	202320	180756	241495	235436	430695	105238	233623	83545.2	348188	134643	189410	236908	379740	266760	121820	203969	193193	237998	244869	170641	257051	318857	198997	181330	223784	85100.5	57883.4	250191	170046	318510	148846	434999	168123	170912	332632	88719.4	213768	385223	248910	76614.5	257335	212165	158554	378262	235359	227616	106470	116945	248248	197694	380901	169878	209954	195841	196095	345333	131902	187902	95096.4	250914	197667	152472	160706	331598	220596	193758	185097	190914	173270	292289	74189.8	346612	119603	226104	309659	353757	126112	324167	93330.8	294621	161110	354494	15	3
A0A0A0MT36	44141.9	40502.1	9505.35	107777	141991	8442.02	17278.5	74127.4	4215.71	46237.1	84703.6	48961.7	6647.3	39579	70030.3	75947.1	47954.8	32720.3	16199.4	15189.8	52982	40772.7	40584.2	44104.1	22641.5	47005.9	7583.19	42730.3	38678.2	52968.7	46303.5	5524.46	25515.8	50022.6	47367.9	58236.5	26967.5	65199.2	8472.65	60348.6	33907.8	89472.4	11183.3	17152.8	28235.8	60843.8	2107.86	83691.6	5534.93	31414.4	30072.7	35444.7	20138.8	82045.5	17563.5	59536.1	29872.6	47300.5	42191	8038.91	5307.39	15989	24657.7	63699	23684	18828.9	44291.4	61362.7	67910.7	54055.6	38387.1	33728.4	37132	28756.2	38753.1	35014.2	44565.3	2107.86	26695	56675.4	39044.8	41009	9070.48	30899.6	14082.1	50633.6	58190.8	57025.8	28220.5	18494.9	23455.9	20351	45222.2	13866.5	34923.6	35690.8	77084.5	46479.3	47575.7	22999	30590.2	21159	26465.5	6317.53	35072.3	34529.3	165428	53600	30893.2	26334.1	65162.1	22864.8	49892	82099.9	19258.7	30956	26586.5	45258.1	15069.1	10591.1	16887.3	46191.5	43106.5	56472.5	47884.5	44047.1	33398.2	15583.8	21685.8	119147	55398.4	12599	68529.5	25059.7	40170.8	4216.26	29143.8	41221.2	16222.4	19795.1	61779.3	66755.6	52987.3	34462	121920	37918.2	10476.9	20228	35375.9	33743.4	46960.4	45650.3	24316.8	20418.5	31106.9	72292	14148.6	140964	12571.2	15079.6	46736.1	17628.7	52984.2	41546.2	20104.5	19819.1	64732.6	62934.7	17482.6	40077.2	62735.1	46189.7	32200.5	9525.66	38771.7	47215.2	65312.2	52334.1	20192.9	12078.3	15259.2	26390.2	59982.2	22112.2	43960.6	21401	139333	46475.4	37398.3	12001.1	24527.5	17077.3	14681.8	37617.9	197389	43220.4	23620.5	26806.4	34861.3	32851	34320	29838.4	60434.6	5313.52	88575.7	10073	186777	27780.1	31857.9	20574.1	86453.2	22952.5	52768.3	41641.1	11579.4	5	1
A0A0A0MT89	26554.8	16822.7	31100	39559.5	26707.7	18464.9	23523.5	18517.6	12876.5	24059.6	21365.5	36036.5	19546.6	16867.9	34993	27410.3	13655.5	32776.5	75115	16344.2	20017.6	22692.1	13036.3	64491.5	9734.48	14252.9	21312.5	19184.8	37563.9	33680.3	17976.2	55458.9	13866.3	42516.7	34562.3	19480.3	41048.9	53168.9	12692.8	28144	21559.9	27397.7	16121.9	34911	38887.7	43125.1	2330.55	9708.29	17589.4	2330.55	2330.55	2330.55	24317.5	2330.55	2330.55	2330.55	2330.55	2330.55	2330.55	2330.55	2330.55	2330.55	2330.55	2330.55	2330.55	2330.55	2330.55	2330.55	24942	2330.55	2330.55	33611.6	26758.4	2330.55	31722.1	2330.55	2330.55	2330.55	2330.55	2330.55	21830	22415.8	2330.55	14742.3	12188.3	16460.8	24013	35124.3	80873.9	35808.2	15116.4	2330.55	18502.2	35479.8	15347.9	28269.7	20065.1	2330.55	2330.55	12620.4	38003.9	15770.7	37796.1	20818.2	14367.1	51976.8	33484.1	35279.5	32812.5	21078.5	16097.1	15095.3	36627.4	29547.3	19788.4	2330.55	2330.55	2330.55	2330.55	2330.55	33873.6	20021.9	22423.2	24056	16288.5	20039.8	24788.6	19860.7	20328.7	22199.4	104703	13474.7	11505.2	46775	14815.3	21642.9	38672.3	40945.5	16412.6	11971.9	59867.1	55653.5	33034.4	15117.4	7743.79	65042.1	30418.4	20593.2	21690	26236.2	13758.4	12750.1	19092.8	28034	56833	32662.4	29949	24861.2	30683.9	3173.11	24941.5	19589.7	36466.1	30307.4	37822.5	24404.6	17816.5	54516.3	15190.5	27110.7	25617.5	26456.4	14688.6	15921	35085.6	24097.6	21768	14717.8	24272.1	22522.3	26858.6	44611.3	28150.7	185794	24052.8	22465.3	48000.2	26206.1	30116.6	12124.4	26224.2	16065.3	18168.4	27313.9	22635.8	45616.7	13470.6	40929.3	23195	24617	13506.4	19747.9	20935.5	19964.4	42618.3	12589.4	21692.9	48039.7	38842.9	38563.6	40669.4	35265	20232.2	12465.2	18281.3	5	1
A0A0B4J1U3	25607.6	20045.7	12119	15994.1	29725.7	13723.6	4340.1	10807.3	12215.5	25342.9	24646.3	9371.83	151563	12639	32509.8	15814.8	17113.6	48871	9646.24	7854.33	14030.9	19826.4	20431.7	13077	19143.3	21509.2	6613.78	20668.3	24534.1	22212.8	22467	113.525	11151.3	20377.2	27351.8	17133.6	19591.6	35371.1	5868.52	113.525	8511.24	113.525	113.525	113.525	14179.6	113.525	12802.3	13395.6	23173.9	24339.7	113.525	113.525	6852.12	1.3397e+006	113.525	113.525	113.525	209.3	169540	2975.74	208933	584.02	1460.89	328650	261.6	317594	1046.96	559212	681.26	490059	1404.01	15880.4	19297.6	19561.5	19131.5	9198.42	11600.9	9635.47	6878.95	113.525	113.525	113.525	113.525	113.525	17917	18234.9	27090.5	25482.4	113.525	7365.16	36545.5	6954.48	17048.8	22614.8	48934.4	7281.85	25117.4	14878.8	18457.2	23606	11112	23096.9	15176.5	17891.9	20619.2	113.525	19289.2	45717.8	9117.18	20189.3	21900.7	16359.5	18426.7	13770.1	5958.52	22807.2	13244.9	26663.2	10621	113.525	5358.49	29522.4	34466.5	20207.8	21719.4	22232.5	25811.1	113.525	5374.06	19551.8	7552.92	19131.1	6928.58	23157.9	41040.1	113.525	10570.9	30939.9	11433.2	14133.2	113.525	21965.5	17119.5	23296.3	5818.85	34306.3	16541.8	14992.4	22013	19881.5	30604	12798.3	5100.32	36536.6	52031.5	17793.6	20479.6	3789.09	14875.1	1770.53	26968.4	113.525	22567.5	19897.8	9473.03	14229.2	47593.1	28638.8	17231.9	21987.2	12666.7	22141.5	12286.6	18375.2	21749	14845.7	14424.1	44639	77042.7	13700.1	8670.53	11789	15056.6	7321.91	24609.6	27388.3	14434.4	54656.4	7928.31	6115.64	21880.6	6289.92	16951.5	20988	12492.9	30276.7	36505.5	15651.3	19339.1	18001.1	15404.8	15848.3	33733.5	6346.02	34872.1	21599.2	17503.4	26406.2	5237.17	27841.1	21838.6	13582.7	13368.2	18525.4	18630.7	5	1
A0A0B4J1U7	154735	190299	180002	210730	358921	130695	115228	209574	105457	159015	184675	185636	213525	74195.4	266565	165475	218095	310348	343486	120111	100652	178061	173843	123308	98275.8	204976	160394	241930	208241	206647	208329	114635	197571	202927	201856	227989	331086	301636	155634	211525	98975	148481	120558	124916	228161	313571	121538	164835	115906	214901	188397	225546	71353.5	184984	160050	473575	254973	167374	212539	223244	351551	186914	110952	96647.9	152377	117487	138597	167144	274398	158423	131091	216038	213083	217488	222935	202587	90972.1	61367.9	149108	203939	177568	176066	118765	158892	149464	171333	174846	198082	216342	249164	247115	118027	181272	221959	186565	158826	212279	171114	132932	115586	263002	103106	238756	123845	166307	171411	351451	205538	470216	132649	87717.1	81836.5	529414	196262	137407	208480	139069	158835	338561	152473	114059	268116	128535	185952	158400	148321	335270	77157.2	170293	133383	188102	196254	116772	395257	219330	240035	287965	180201	95386.6	104185	152900	340093	70793.6	197878	183175	191030	263329	118216	206423	210094	179156	191038	118669	278700	121130	247315	118897	327106	101490	28227.6	199691	215464	174959	366973	186615	116327	79773.5	180636	197788	209142	241017	222223	60662.1	197932	210631	199950	201057	204913	169340	62214.5	172136	171385	335862	290259	177062	76339.9	130390	334650	310464	114324	167869	149037	169490	191053	226592	70794.8	231031	279504	154023	174307	181206	186884	136580	39740.3	213906	126034	474179	163096	341579	628634	136568	179565	123242	270390	129095	19	4
A0A0B4J1V0	163242	273886	91866.8	319376	134447	132269	116211	261672	168140	190853	107727	164788	192369	70047.4	209530	99874.1	191879	145107	472480	142801	159930	175900	182333	191875	96264.2	325412	98483.8	186874	187004	191252	197712	146043	157474	179830	213486	80741.6	279104	185227	178224	339575	88913.4	115672	105601	217164	126741	218031	78083.8	83843.4	171374	170510	200608	199233	97495.9	163231	117906	155472	250071	201715	122958	92031.9	65948.6	230711	112137	198770	185489	141706	251959	130805	160188	116745	126964	182713	188290	267157	193979	191886	52567.3	93295.7	146804	210937	146882	144501	231468	251920	84182.4	166235	173915	171339	120866	222849	231278	194163	114516	140570	228414	116308	196009	106987	106893	116296	168991	102042	167544	90854.9	179562	189425	306492	110958	235832	115736	174713	110574	149578	205926	185798	239536	176647	235879	104385	73953.9	154214	195240	182748	239842	268526	263853	243518	78608.4	49921.5	206463	292148	290603	97230.9	156280	112330	219844	152998	232864	101481	122262	85994.9	193692	103252	114180	139872	129775	223041	98160.1	155861	117363	166018	166894	107206	175230	393984	164892	193047	189623	113841	69058	165050	137276	255785	175467	170596	142200	75290.2	483002	129466	158476	187161	294735	118496	172734	153274	163681	167302	167148	172326	142610	60469	250227	137420	303830	156521	197590	240368	198921	202744	118288	120794	170092	94821.4	179189	138705	202123	165964	168491	172664	170425	108156	101792	134226	112770	108677	153534	184426	286408	116331	48386.6	158679	237212	183595	161582	210227	30	6
A0A0B4J1V2	17661.4	26631.9	15512.7	15424.1	16509.1	18809.1	12524.1	22359.7	20146.8	16429.9	23101.5	23675.3	8632.59	14879.2	24443.7	17451.8	20274.5	35569.4	7615.14	15365.7	17068.6	19058.3	16721.5	10744.4	9762.16	21302	12558.7	29432.8	21613.8	24378.7	27264.8	19306	25591.9	17580.1	30748.1	10121.6	11778.8	16799.1	18913.1	18854.2	8432.93	7808.57	13571.6	54400.5	26111	31012.5	2375.69	2375.69	2375.69	19127.9	22242.2	26130.6	14147	13608.8	22371	21199.9	26217.7	23590.3	13951.3	10278.2	2841.19	12845.6	2375.69	16901.5	20918.8	12775.5	22211.7	10597	14176.5	6185.1	2658.74	26650.2	23925.8	12447.4	25042	26792.9	5641.72	2375.69	4321.44	10066.7	7343.43	7057.92	18323.9	6286.44	28036.8	17909.8	20601.4	19984.6	14031.8	19703.6	32500.3	7581.65	11625.6	17257.9	36019.7	12955	22413.3	8604.1	7742.11	17838.2	25232	12354.9	18523.7	24152.9	28607.8	22490.7	22544	25630.9	19581.8	7316.27	10767.7	20483.7	33668.1	22960.8	16729.2	33671.3	27073.4	12579	13536	11280.6	17742.3	17569.7	14632.3	17808.8	6061.98	6427.82	30114.9	18897.2	12530	21601	28989.6	26761.5	18302.5	13997.1	21943.7	15723.2	23935.3	24431.5	19525.2	29140.1	8681.5	20489.6	11063	17431.6	35172.1	19236	14329	9029.78	20456.1	20818.4	24569.8	24418.7	6050.71	8758.93	31081.1	25271.8	10898	48207.1	15633	4530.62	22914.4	21607	15487	11077.9	30703.7	25709.2	17437.9	18906	19075.6	21894.9	11543.6	30018.1	8214.64	30505.1	19605.4	18773.2	20287.1	19223.4	15659.4	17503	10449.9	29365.5	10804.1	19705.2	18597.2	25996.8	15117.5	22137.2	29534.8	13133.5	12650.3	12859.4	26842.9	20407.1	14396.7	14556.4	9675.36	31963.8	19506.4	19845.6	14259.5	14946.6	24517.2	7086.82	19957.2	10290.9	35335.5	22140	21755.5	16232.1	14364.7	13130.9	19544	19119.6	24933.8	9	2
A0A0B4J1V6	857570	1.4151e+006	676553	1.81937e+006	839069	745166	937058	1.64113e+006	871659	772931	839996	1.60632e+006	1.43478e+006	409905	1.46263e+006	885592	945605	1.28006e+006	1.65513e+006	774939	757801	871615	909020	1.35013e+006	575250	1.46997e+006	681701	1.27955e+006	1.17466e+006	1.11948e+006	1.15528e+006	672844	941564	1.34331e+006	1.09092e+006	791302	1.16774e+006	1.65725e+006	1.19752e+006	1.73515e+006	738306	856602	791212	1.07969e+006	928067	1.71814e+006	507946	736031	860391	1.20196e+006	1.15306e+006	1.22846e+006	603514	1.25306e+006	811061	904025	1.23749e+006	776153	1.22397e+006	1.01135e+006	1.66992e+006	924174	614821	962580	680321	1.23858e+006	1.04533e+006	205632	1.18404e+006	1.70785e+006	823477	1.17537e+006	1.08679e+006	806344	1.0958e+006	1.03366e+006	419648	437779	1.1099e+006	1.71311e+006	957075	956878	247596	876262	827333	881897	1.03048e+006	1.03875e+006	1.25102e+006	1.14521e+006	1.0567e+006	1.1001e+006	893767	898165	2.42492e+006	849210	1.10066e+006	730870	889650	1.08156e+006	1.28128e+006	1.20242e+006	1.12683e+006	533913	990924	904855	1.22036e+006	982735	2.1029e+006	769183	1.14236e+006	615692	1.16685e+006	1.38734e+006	975095	1.74092e+006	1.40981e+006	1.00236e+006	298664	517285	1.11204e+006	1.2504e+006	990068	966614	732937	800444	1.66429e+006	584199	619765	1.26106e+006	1.38055e+006	1.59774e+006	1.01154e+006	1.28436e+006	683283	1.06971e+006	1.10134e+006	1.64728e+006	1.14466e+006	731771	545961	1.58617e+006	589417	925765	1.18933e+006	1.13227e+006	2.1898e+006	533193	1.07713e+006	988988	911784	1.00064e+006	1.09415e+006	1.13687e+006	1.44063e+006	1.10487e+006	655651	1.0605e+006	595810	240171	884679	1.27669e+006	1.44884e+006	1.22424e+006	972571	816681	729726	1.29703e+006	1.01497e+006	950787	1.10191e+006	1.47342e+006	486182	1.02219e+006	1.11341e+006	870080	1.16579e+006	1.19515e+006	1.25734e+006	583214	469844	1.07223e+006	1.17216e+006	2.00734e+006	793644	1.60731e+006	1.54666e+006	1.01379e+006	1.2976e+006	723587	704009	854481	577885	1.06293e+006	1.25883e+006	803823	1.45961e+006	919560	1.02199e+006	973841	1.01066e+006	934427	1.3979e+006	517452	1.10212e+006	788841	1.2666e+006	1.58807e+006	1.26566e+006	724724	950387	1.00638e+006	1.04343e+006	1.20603e+006	1.41661e+006	14	3
