Protein	A1	A100	A108	A11	A118	A124	A125	A126	A139	A14	A146	A148	A155	A169	A170	A177	A181	A185	A208	A209	A215	A22	A220	A221	A253	A260	A262	A264	A269	A270	A275	A278	A279	A280	A281	A286	A287	A290	A296	A297	A298	A302	A304	A311	A313	A314	A317	A318	A319	A321	A324	A326	A328	A329	A331	A332	A335	A34	A343	A346	A347	A351	A353	A355	A359	A362	A363	A365	A367	A37	A377	A379	A381	A383	A384	A386	A388	A39	A393	A394	A395	A399	A402	A404	A405	A406	A407	A411	A412	A413	A414	A415	A417	A419	A422	A424	A425	A427	A428	A429	A432	A433	A436	A437	A438	A441	A442	A443	A444	A448	A450	A451	A452	A455	A456	A457	A458	A459	A461	A463	A468	A470	A471	A472	A473	A476	A478	A480	A484	A485	A493	A494	A496	A5	A502	A505	A506	A512	A518	A525	A527	A530	A535	A58	A62	A64	A69	A70	A75	A77	A85
P19823	22.39079741	22.44433551	22.20385399	22.5944515	22.39079741	21.88836534	22.56753186	22.22491875	22.39079741	22.74373591	22.12673535	22.3244712	22.51717581	22.65290623	22.0784108	22.34729236	22.56753186	22.89817641	22.83474397	22.5944515	22.02367721	21.9411877	22.41781467	22.20385399	22.20385399	22.02367721	22.10235476	22.30128295	22.30128295	22.46932111	22.46932111	22.27374951	21.69216553	22.4938811	22.56753186	22.3244712	22.65290623	21.96714216	22.24568036	22.46932111	22.36920887	22.46932111	22.39079741	22.10235476	21.77516657	22.39079741	21.88836534	22.34729236	22.54010036	22.22491875	22.36920887	22.4938811	22.62397479	22.5944515	22.54010036	22.27374951	22.0784108	22.77526385	22.12673535	22.71150356	22.5944515	22.68250238	23.00318264	22.83474397	22.27374951	22.36920887	22.4938811	22.44433551	22.71150356	22.36920887	22.46932111	22.34729236	22.41781467	22.30128295	22.51717581	22.77526385	22.17752721	22.27374951	22.4938811	22.51717581	22.74373591	22.89817641	22.39079741	22.44433551	22.44433551	22.22491875	22.4938811	22.51717581	21.9411877	22.65290623	22.54010036	22.71150356	22.22491875	22.34729236	22.34729236	22.46932111	22.62397479	22.46932111	22.22491875	22.30128295	22.30128295	22.24568036	22.44433551	22.36920887	22.3244712	22.20385399	22.05406272	22.89817641	22.51717581	22.3244712	22.41781467	22.46932111	22.41781467	22.3244712	22.54010036	22.77526385	22.54010036	22.27374951	22.27374951	22.4938811	22.39079741	22.4938811	22.68250238	22.51717581	22.39079741	22.41781467	22.51717581	22.12673535	22.20385399	22.30128295	22.3244712	22.51717581	22.46932111	22.30128295	22.22491875	22.36920887	22.56753186	22.65290623	22.4938811	22.20385399	22.36920887	22.30128295	22.56753186	22.34729236	22.4938811	22.41781467	22.39079741	22.41781467	22.34729236	22.41781467	22.44433551
P19827	20.56316554	20.69473025	20.11354252	20.65218326	20.20235344	20.15745796	20.51932527	20.11354252	20.56316554	20.69473025	20.65218326	20.38472368	20.77996056	20.65218326	20.4698286	20.15745796	20.86500448	20.4698286	21.29366304	20.60646576	20.11354252	20.06647947	20.30128965	20.73985064	20.60646576	19.83903767	20.34291888	21.0316265	20.30128965	20.69473025	20.11354252	20.43179241	19.67102096	20.65218326	20.25368593	20.0258614	20.43179241	20.51932527	20.11354252	20.56316554	20.15745796	20.34291888	20.43179241	20.34291888	19.61008043	20.43179241	19.70037537	20.51932527	20.65218326	20.0258614	20.77996056	20.38472368	20.86500448	20.56316554	20.69473025	20.30128965	20.15745796	20.65218326	20.11354252	20.4698286	20.56316554	21.20343464	20.77996056	19.76718872	20.20235344	20.43179241	20.60646576	20.15745796	21.05378141	20.38472368	20.91334306	20.15745796	20.38472368	20.25368593	20.15745796	20.82683086	20.25368593	20.51932527	20.56316554	20.65218326	20.4698286	20.4698286	20.43179241	21.09705093	20.60646576	20.11354252	20.69473025	20.51932527	19.87519889	21.14785952	20.73985064	20.60646576	20.15745796	20.11354252	20.43179241	20.65218326	20.77996056	20.91334306	20.15745796	20.15745796	20.43179241	20.20235344	20.34291888	20.73985064	20.15745796	20.60646576	20.38472368	20.77996056	20.43179241	20.0258614	20.56316554	20.34291888	20.56316554	20.15745796	20.73985064	19.63615905	20.86500448	20.69473025	20.11354252	20.30128965	20.30128965	20.30128965	20.34291888	20.30128965	20.25368593	20.34291888	20.60646576	19.95389945	20.69473025	20.30128965	20.30128965	20.4698286	20.20235344	20.38472368	20.43179241	20.20235344	20.56316554	19.67102096	20.4698286	20.56316554	20.4698286	20.51932527	20.51932527	20.4698286	20.51932527	20.82683086	20.56316554	20.38472368	20.56316554	20.43179241	20.51932527
P20742	11.88874325	18.32300197	18.29551785	16.65329295	17.24269963	14.25930192	18.58049045	17.36952919	19.07014978	17.87999598	17.19949023	17.53426488	11.73766986	16.89097671	16.77034127	11.55506839	18.05918072	15.65012616	17.75260932	15.65012616	15.5609597	13.81688365	17.90996338	16.46492858	17.87999598	11.04302728	16.77034127	12.71145189	15.10115498	17.12077449	19.55272538	11.04302728	12.83289001	14.00965369	18.32300197	18.35387478	13.8837888	19.63615905	17.61956088	15.77344832	18.61554343	17.15841246	16.72733552	10.71424552	12.0409746	11.73766986	10.71424552	16.77034127	16.24497697	17.00787043	15.22874355	16.65329295	16.42693627	18.47631507	11.04302728	14.78453261	15.5609597	12.83289001	17.71848605	15.26832268	13.94708898	14.32298437	16.96784541	11.29806257	17.24269963	11.55506839	17.00787043	17.68543321	18.05918072	12.30520676	17.36952919	17.97281155	11.73766986	18.00145218	16.65329295	17.24269963	16.283848	17.45358413	19.23941906	16.61649141	13.23855402	14.48639511	16.61649141	18.20645161	11.04302728	17.68543321	18.81662433	15.73269742	18.81662433	14.88812487	17.82445537	14.78453261	16.50183718	21.27339951	19.39877917	17.45358413	13.66966018	13.58894882	19.91245082	11.04302728	18.08941427	18.26437845	12.0409746	13.14545456	10.71424552	11.55506839	11.55506839	16.0046155	17.97281155	17.97281155	19.63615905	17.04965714	17.75260932	17.08236738	11.04302728	17.82445537	18.03181426	17.00787043	17.28337779	17.28337779	16.96784541	17.87999598	18.44057723	17.28337779	16.80865001	17.08236738	17.00787043	18.61554343	17.24269963	18.29551785	11.04302728	19.20774122	17.41002894	17.53426488	17.68543321	16.96784541	17.32734212	12.71145189	17.49346458	18.11872314	19.30290439	16.92770853	11.29806257	18.08941427	17.41002894	14.32298437	19.10861379	16.96784541	19.07014978	18.08941427	16.89097671
P20851	17.45358413	17.65299198	18.18013255	17.87999598	18.1485163	18.20645161	17.71848605	17.71848605	17.85233443	18.26437845	18.1485163	17.45358413	17.85233443	17.36952919	18.32300197	17.61956088	18.00145218	17.19949023	18.29551785	17.90996338	17.68543321	17.36952919	17.15841246	17.87999598	17.45358413	18.05918072	18.35387478	17.61956088	18.08941427	18.18013255	17.36952919	18.03181426	17.68543321	18.03181426	17.75260932	17.57538413	18.1485163	17.87999598	17.24269963	18.08941427	17.90996338	18.26437845	17.93902818	18.1485163	18.1485163	18.03181426	18.41311965	19.00097103	18.1485163	18.41311965	17.90996338	17.87999598	17.71848605	17.85233443	18.29551785	18.18013255	17.41002894	16.92770853	17.53426488	17.71848605	17.90996338	18.05918072	17.75260932	17.93902818	18.23456486	17.53426488	18.00145218	18.1485163	17.65299198	17.12077449	17.93902818	17.71848605	17.93902818	17.71848605	17.97281155	18.35387478	18.18013255	18.03181426	18.51486042	17.87999598	17.97281155	18.47631507	17.97281155	18.03181426	18.00145218	17.97281155	18.32300197	18.03181426	18.3846868	18.18013255	17.87999598	17.93902818	18.05918072	17.24269963	17.79265051	17.61956088	18.44057723	17.85233443	17.61956088	18.03181426	18.23456486	18.11872314	17.79265051	17.71848605	17.53426488	18.08941427	17.71848605	17.90996338	17.71848605	17.45358413	17.57538413	17.90996338	17.61956088	18.00145218	17.82445537	17.24269963	18.47631507	17.87999598	17.93902818	17.97281155	17.57538413	17.12077449	17.90996338	17.93902818	18.3846868	17.97281155	17.68543321	17.87999598	17.49346458	17.87999598	17.82445537	18.11872314	17.45358413	17.85233443	17.85233443	17.93902818	17.93902818	17.04965714	17.93902818	18.00145218	18.03181426	18.05918072	17.87999598	17.49346458	17.90996338	17.15841246	17.85233443	18.44057723	17.79265051	17.61956088	18.05918072
P22105;Q16473	13.81688365	12.0409746	13.23855402	13.66966018	12.83289001	13.74241471	13.81688365	11.29806257	13.33315535	13.66966018	14.3783626	13.14545456	13.41719324	11.88874325	11.55506839	14.07598046	14.12871935	11.55506839	14.78453261	13.74241471	10.71424552	11.55506839	13.14545456	13.81688365	12.0409746	12.58214198	13.41719324	14.3783626	13.66966018	13.23855402	13.14545456	13.33315535	13.14545456	13.41719324	13.23855402	12.58214198	13.94708898	12.58214198	13.23855402	11.29806257	12.58214198	13.66966018	10.71424552	13.50370153	16.77034127	13.94708898	13.41719324	13.66966018	13.23855402	10.71424552	12.71145189	14.07598046	13.94708898	13.41719324	13.14545456	12.44268437	13.41719324	12.17086395	13.14545456	14.12871935	13.66966018	13.81688365	13.50370153	14.25930192	13.41719324	13.33315535	13.66966018	12.58214198	13.66966018	13.14545456	13.8837888	13.14545456	12.58214198	14.12871935	12.58214198	13.74241471	13.94708898	12.83289001	13.50370153	13.23855402	13.33315535	12.0409746	13.66966018	13.04251439	13.33315535	13.58894882	13.23855402	13.23855402	13.41719324	13.8837888	13.23855402	11.88874325	13.33315535	13.04251439	13.94708898	13.58894882	14.07598046	13.94708898	14.07598046	13.33315535	12.30520676	13.41719324	13.58894882	13.66966018	13.94708898	13.74241471	13.66966018	13.94708898	12.58214198	13.74241471	13.74241471	13.50370153	9.152284842	12.83289001	13.81688365	12.17086395	13.74241471	13.14545456	11.04302728	13.04251439	13.04251439	13.50370153	13.04251439	11.55506839	13.74241471	13.94708898	12.71145189	13.74241471	10.22641219	11.04302728	13.23855402	11.73766986	13.66966018	13.14545456	13.33315535	11.88874325	12.83289001	13.23855402	12.83289001	13.74241471	11.88874325	13.23855402	13.04251439	13.41719324	13.23855402	13.94708898	13.33315535	13.74241471	13.14545456	13.33315535	12.94123105
P22352	17.57538413	17.85233443	17.87999598	16.96784541	17.68543321	18.35387478	17.79265051	18.03181426	17.65299198	17.61956088	17.57538413	17.97281155	17.12077449	17.04965714	18.26437845	18.1485163	17.68543321	18.77969371	18.51486042	18.32300197	18.08941427	17.65299198	17.28337779	17.53426488	17.08236738	17.85233443	17.71848605	18.18013255	18.05918072	16.32374089	18.03181426	17.61956088	17.75260932	18.26437845	17.41002894	16.92770853	18.54547358	17.65299198	18.32300197	18.1485163	17.28337779	17.82445537	17.08236738	17.79265051	17.61956088	17.90996338	18.7134335	18.77969371	17.75260932	18.00145218	17.49346458	17.79265051	18.29551785	17.45358413	18.11872314	17.28337779	17.28337779	18.29551785	16.89097671	19.10861379	17.75260932	17.28337779	18.29551785	18.7134335	17.28337779	17.87999598	18.32300197	18.20645161	17.49346458	17.41002894	17.04965714	18.00145218	17.36952919	16.72733552	17.68543321	18.26437845	18.08941427	17.28337779	18.3846868	17.53426488	17.71848605	18.1485163	16.80865001	17.57538413	18.20645161	17.87999598	17.82445537	18.61554343	17.97281155	16.42693627	16.72733552	17.41002894	17.87999598	17.97281155	17.61956088	18.64674854	17.08236738	16.72733552	17.24269963	17.32734212	17.97281155	17.85233443	17.71848605	17.93902818	18.32300197	18.58049045	17.85233443	16.65329295	17.32734212	18.26437845	17.28337779	17.75260932	17.85233443	17.90996338	18.41311965	17.87999598	18.18013255	17.71848605	18.03181426	17.87999598	18.20645161	17.57538413	18.08941427	18.11872314	17.00787043	18.05918072	17.41002894	17.71848605	17.82445537	18.77969371	17.28337779	18.1485163	17.57538413	17.65299198	18.32300197	17.87999598	17.61956088	17.61956088	18.03181426	18.74617969	17.97281155	17.97281155	18.61554343	17.71848605	17.65299198	17.04965714	17.45358413	17.41002894	17.49346458	18.03181426	17.93902818
P22792	19.00097103	18.44057723	18.77969371	19.36627739	18.9625854	19.20774122	19.46252224	18.8517094	19.03572002	18.88780071	19.07014978	19.03572002	19.36627739	18.05918072	19.33310293	18.77969371	19.67102096	19.00097103	19.52142024	19.46252224	18.61554343	19.55272538	18.67639444	19.03572002	19.46252224	18.64674854	18.41311965	18.81662433	19.17754606	19.1450689	19.1450689	18.7134335	18.41311965	19.10861379	18.67639444	18.18013255	19.26925455	18.74617969	18.67639444	18.74617969	18.81662433	19.26925455	18.64674854	18.64674854	18.41311965	19.30290439	18.54547358	19.1450689	19.20774122	18.88780071	19.98558626	18.51486042	19.57999352	18.9625854	19.39877917	19.10861379	18.23456486	18.61554343	18.92376851	18.81662433	19.26925455	18.92376851	18.88780071	19.23941906	19.00097103	19.10861379	18.7134335	18.9625854	18.81662433	18.58049045	19.76718872	19.03572002	18.61554343	18.29551785	18.54547358	19.26925455	19.39877917	18.8517094	19.03572002	18.92376851	18.32300197	19.36627739	19.39877917	19.39877917	19.07014978	19.03572002	19.1450689	19.07014978	18.88780071	19.30290439	19.49128748	19.26925455	18.81662433	19.23941906	19.07014978	18.9625854	19.36627739	19.61008043	18.58049045	18.81662433	18.47631507	19.17754606	18.44057723	19.30290439	18.54547358	19.42826202	18.20645161	19.1450689	18.88780071	18.88780071	18.88780071	19.10861379	19.33310293	18.29551785	19.07014978	18.77969371	18.92376851	18.64674854	18.88780071	18.54547358	19.07014978	19.03572002	18.47631507	18.9625854	18.92376851	18.64674854	19.10861379	18.81662433	19.00097103	19.00097103	19.03572002	18.92376851	18.7134335	19.00097103	18.47631507	18.81662433	18.58049045	18.64674854	18.77969371	18.88780071	19.07014978	18.92376851	19.46252224	19.00097103	18.92376851	19.57999352	19.00097103	18.88780071	18.92376851	18.92376851	19.03572002
P22891	15.51307987	13.23855402	15.46668192	16.24497697	15.73269742	14.00965369	15.96648292	15.26832268	14.32298437	16.50183718	15.51307987	15.46668192	16.32374089	14.66111003	16.72733552	16.24497697	15.92835644	14.48639511	15.88990793	15.85525783	14.99722359	15.65012616	15.38667086	15.69193431	15.0516338	15.22874355	15.77344832	16.39063921	15.38667086	13.14545456	14.19798453	15.96648292	14.60119044	16.08953324	15.92835644	15.26832268	15.73269742	16.08953324	15.51307987	15.92835644	15.38667086	15.65012616	15.85525783	15.34519731	14.88812487	16.3563488	14.07598046	16.61649141	16.46492858	16.04511972	16.0046155	15.60796598	15.60796598	15.0516338	16.0046155	15.18553364	14.48639511	16.42693627	15.96648292	15.14441926	15.34519731	15.85525783	16.46492858	15.85525783	16.24497697	15.92835644	15.5609597	15.65012616	14.99722359	16.20861541	16.13627023	15.14441926	15.14441926	15.77344832	15.85525783	15.81338039	16.20861541	15.38667086	16.3563488	15.69193431	15.81338039	16.20861541	15.81338039	15.30620413	15.69193431	15.69193431	16.3563488	14.83521156	15.60796598	15.18553364	15.38667086	14.19798453	15.5609597	14.83521156	15.5609597	14.07598046	16.17352099	15.77344832	15.73269742	15.18553364	15.0516338	14.72013736	15.96648292	15.18553364	15.92835644	15.81338039	16.0046155	16.283848	15.42551097	15.38667086	15.96648292	15.60796598	15.0516338	15.30620413	15.65012616	15.26832268	16.04511972	15.14441926	15.26832268	15.38667086	15.5609597	15.18553364	13.8837888	15.38667086	15.65012616	15.46668192	15.5609597	15.92835644	14.60119044	15.22874355	14.83521156	15.38667086	15.88990793	15.22874355	14.60119044	15.65012616	15.42551097	13.14545456	15.5609597	15.14441926	15.46668192	14.60119044	16.92770853	15.65012616	15.10115498	15.38667086	15.14441926	16.42693627	15.10115498	15.46668192	15.34519731
P23083	20.69473025	19.79899223	19.87519889	20.30128965	20.06647947	20.51932527	20.15745796	20.15745796	20.15745796	20.77996056	20.4698286	20.30128965	19.98558626	21.25284731	19.79899223	20.71746641	19.70037537	20.60646576	18.8517094	19.91245082	19.70037537	19.95389945	20.06647947	20.43179241	20.69473025	20.56316554	19.70037537	20.69473025	20.38472368	20.25368593	19.83903767	20.34291888	20.25368593	20.11354252	20.71746641	21.22835251	20.51932527	19.39877917	20.86500448	19.98558626	20.25368593	20.06647947	21.34655377	19.98558626	19.83903767	20.73985064	20.51932527	19.17754606	19.83903767	20.4698286	20.73985064	20.34291888	20.34291888	20.06647947	20.60646576	20.25368593	21.48302306	20.11354252	20.34291888	20.65218326	19.95389945	19.95389945	19.76718872	19.91245082	19.63615905	20.06647947	19.70037537	20.20235344	19.98558626	19.49128748	20.4698286	20.06647947	20.25368593	19.98558626	20.06647947	19.87519889	20.51932527	19.98558626	19.79899223	19.83903767	19.83903767	20.38472368	20.15745796	19.49128748	20.43179241	20.43179241	19.52142024	20.60646576	20.4698286	19.95389945	20.91334306	19.76718872	20.06647947	20.30128965	20.20235344	20.15745796	19.73333315	20.51932527	19.83903767	20.25368593	20.20235344	19.83903767	20.15745796	20.96032724	20.71746641	20.30128965	20.82683086	20.96032724	19.95389945	20.11354252	20.51932527	20.38472368	20.0258614	20.20235344	19.26925455	20.30128965	19.70037537	20.25368593	20.06647947	20.0258614	20.11354252	20.43179241	19.87519889	20.38472368	19.87519889	20.15745796	20.25368593	20.51932527	20.25368593	20.56316554	20.43179241	19.91245082	19.95389945	20.15745796	20.51932527	20.15745796	20.11354252	20.86500448	20.11354252	20.51932527	19.95389945	20.20235344	20.43179241	20.25368593	20.25368593	20.60646576	20.15745796	20.20235344	20.06647947	20.38472368	20.20235344
P23142	19.23941906	17.79265051	18.41311965	18.88780071	18.51486042	18.8517094	18.9625854	18.77969371	18.74617969	19.10861379	18.81662433	18.81662433	19.30290439	18.77969371	17.87999598	19.00097103	18.54547358	18.20645161	19.1450689	19.00097103	18.51486042	18.54547358	18.29551785	18.92376851	18.9625854	18.08941427	18.11872314	19.03572002	19.39877917	18.03181426	18.44057723	18.47631507	18.29551785	18.77969371	18.41311965	18.32300197	19.30290439	18.92376851	18.64674854	19.20774122	18.77969371	18.7134335	18.44057723	18.58049045	18.32300197	18.8517094	17.90996338	19.36627739	18.88780071	18.18013255	19.63615905	19.03572002	19.39877917	18.92376851	19.17754606	18.32300197	18.29551785	18.23456486	18.44057723	18.58049045	18.58049045	19.07014978	19.03572002	18.54547358	19.20774122	19.23941906	18.74617969	18.77969371	18.7134335	18.29551785	18.11872314	18.67639444	18.58049045	18.35387478	17.87999598	18.8517094	18.67639444	18.64674854	18.81662433	18.74617969	19.20774122	18.61554343	18.44057723	18.1485163	18.7134335	18.7134335	18.64674854	18.77969371	18.67639444	19.57999352	19.17754606	18.74617969	18.51486042	17.36952919	18.92376851	19.30290439	19.10861379	18.47631507	18.44057723	18.74617969	18.67639444	19.00097103	18.41311965	18.67639444	19.17754606	18.47631507	18.26437845	19.03572002	18.61554343	18.47631507	18.32300197	18.81662433	19.10861379	18.67639444	18.88780071	18.47631507	19.23941906	18.81662433	18.77969371	18.61554343	18.67639444	18.58049045	17.68543321	18.58049045	18.81662433	18.61554343	18.51486042	18.88780071	18.54547358	18.7134335	17.90996338	18.3846868	18.77969371	18.74617969	18.54547358	18.77969371	18.77969371	18.7134335	18.8517094	18.58049045	18.51486042	18.74617969	19.00097103	18.32300197	19.03572002	19.26925455	18.77969371	18.54547358	18.74617969	18.8517094	18.74617969
P23528	15.26832268	13.8837888	14.3783626	14.07598046	14.66111003	10.71424552	11.29806257	14.43104049	14.54152016	14.83521156	16.283848	14.66111003	15.0516338	14.32298437	11.04302728	14.72013736	15.26832268	13.74241471	15.65012616	13.66966018	15.10115498	15.18553364	15.46668192	11.04302728	15.77344832	15.14441926	12.58214198	15.0516338	15.5609597	12.17086395	16.50183718	10.22641219	17.04965714	15.10115498	14.99722359	14.60119044	13.50370153	15.5609597	15.42551097	15.60796598	13.8837888	15.10115498	12.44268437	16.24497697	17.36952919	11.29806257	14.99722359	15.42551097	15.92835644	15.14441926	14.43104049	13.66966018	12.94123105	15.85525783	15.22874355	14.19798453	14.3783626	14.99722359	15.65012616	13.74241471	10.71424552	15.26832268	14.48639511	14.43104049	11.88874325	16.46492858	14.48639511	14.66111003	10.22641219	15.88990793	16.08953324	14.48639511	16.04511972	13.66966018	11.73766986	15.0516338	13.81688365	14.66111003	12.94123105	14.07598046	10.22641219	14.43104049	10.22641219	14.12871935	15.77344832	15.14441926	16.50183718	15.60796598	11.04302728	13.14545456	16.24497697	13.66966018	9.152284842	14.66111003	11.55506839	13.50370153	16.08953324	13.14545456	11.04302728	15.81338039	15.5609597	14.12871935	14.00965369	12.83289001	13.58894882	13.23855402	10.22641219	13.04251439	13.94708898	14.00965369	14.25930192	14.12871935	15.65012616	14.43104049	15.34519731	15.22874355	13.41719324	15.18553364	14.32298437	13.81688365	14.19798453	11.29806257	14.07598046	14.12871935	14.54152016	14.3783626	14.78453261	13.66966018	14.00965369	14.88812487	16.0046155	15.18553364	11.73766986	14.54152016	14.32298437	14.54152016	14.32298437	14.78453261	14.32298437	14.66111003	15.18553364	14.48639511	15.42551097	14.12871935	15.18553364	15.30620413	14.72013736	14.3783626	15.30620413	14.3783626	14.60119044
P25311	20.77996056	20.65218326	20.4698286	20.91334306	20.56316554	21.00912606	20.56316554	20.91334306	20.69473025	21.09705093	21.05378141	20.51932527	20.82683086	20.0258614	21.14785952	21.00912606	21.20343464	21.27339951	21.12267889	21.00912606	20.15745796	20.82683086	21.09705093	20.86500448	20.38472368	20.86500448	20.91334306	21.27339951	21.05378141	20.82683086	21.00912606	20.69473025	20.20235344	21.0316265	21.0316265	20.91334306	20.96032724	20.96032724	20.65218326	21.07557838	20.65218326	21.12267889	20.60646576	20.4698286	20.25368593	20.98493296	20.82683086	21.22835251	20.96032724	20.30128965	20.56316554	21.38112625	21.0316265	21.09705093	21.34655377	20.91334306	20.20235344	20.82683086	20.15745796	20.88937622	20.91334306	21.7142342	21.09705093	20.84604354	21.05378141	21.05378141	21.29366304	21.07557838	20.4698286	20.84604354	21.29366304	21.05378141	21.00912606	20.77996056	20.34291888	20.96032724	20.86500448	20.69473025	21.12267889	21.38112625	20.38472368	21.07557838	21.12267889	20.60646576	21.07557838	21.07557838	21.55790537	20.86500448	20.60646576	21.20343464	21.00912606	21.36394383	21.14785952	20.34291888	20.73985064	21.38112625	21.05378141	21.00912606	20.73985064	20.73985064	20.60646576	20.82683086	20.80358565	20.60646576	21.09705093	21.12267889	20.96032724	20.82683086	20.51932527	20.62950604	20.77996056	20.82683086	20.69473025	20.65218326	20.91334306	20.86500448	21.53816714	20.86500448	21.00912606	20.51932527	20.77996056	21.12267889	20.65218326	20.77996056	20.82683086	20.43179241	20.34291888	20.77996056	20.73985064	20.20235344	21.00912606	20.06647947	20.69473025	20.69473025	19.87519889	20.65218326	20.34291888	20.77996056	20.51932527	20.15745796	19.98558626	20.60646576	21.62429615	20.51932527	20.69473025	20.96032724	20.65218326	21.05378141	20.60646576	20.4698286	20.65218326
P26927	16.61649141	16.46492858	16.42693627	17.00787043	16.283848	16.89097671	16.50183718	16.3563488	16.39063921	17.08236738	16.77034127	16.39063921	16.80865001	14.54152016	17.00787043	16.13627023	15.96648292	15.51307987	16.89097671	17.08236738	16.32374089	16.53994636	16.24497697	16.53994636	15.73269742	17.12077449	13.58894882	16.85019905	16.72733552	16.92770853	16.42693627	16.42693627	16.50183718	16.77034127	16.42693627	15.30620413	16.17352099	16.42693627	16.65329295	16.53994636	16.32374089	17.08236738	16.65329295	16.42693627	16.92770853	16.92770853	16.80865001	16.92770853	16.61649141	16.39063921	16.50183718	16.32374089	15.96648292	16.13627023	16.92770853	16.04511972	16.13627023	16.85019905	16.20861541	16.32374089	16.65329295	17.49346458	16.61649141	16.77034127	16.50183718	16.20861541	16.39063921	16.72733552	16.24497697	16.3563488	16.89097671	16.46492858	16.57711899	17.00787043	16.92770853	16.80865001	17.12077449	16.3563488	17.15841246	16.42693627	16.57711899	16.92770853	15.96648292	16.77034127	16.08953324	16.72733552	15.77344832	16.53994636	16.50183718	15.92835644	16.50183718	16.80865001	16.96784541	16.65329295	16.85019905	16.65329295	15.96648292	15.46668192	16.72733552	16.65329295	16.3563488	16.80865001	16.68753972	15.30620413	16.24497697	16.72733552	14.19798453	16.50183718	16.17352099	16.61649141	16.72733552	16.65329295	16.68753972	16.50183718	16.96784541	16.53994636	16.65329295	16.13627023	16.50183718	16.46492858	16.50183718	16.24497697	16.61649141	15.92835644	16.39063921	16.53994636	16.20861541	15.46668192	16.24497697	16.24497697	16.53994636	16.04511972	15.14441926	16.20861541	16.08953324	16.72733552	16.39063921	15.18553364	16.3563488	16.32374089	16.0046155	16.39063921	16.96784541	16.46492858	16.42693627	16.04511972	16.283848	17.24269963	16.3563488	16.17352099	16.50183718
P27169	21.79718377	21.79718377	21.60102762	21.20343464	21.79718377	22.05406272	21.27339951	21.50213691	21.77516657	21.64720368	21.20343464	21.77516657	20.91334306	21.84026967	21.36394383	21.42285525	22.24568036	21.64720368	21.75280774	21.52026474	21.20343464	21.81888756	21.20343464	21.42285525	21.55790537	21.53816714	21.73365009	21.53816714	21.75280774	21.91501826	21.22835251	21.81888756	21.57737719	21.69216553	21.44339787	21.77516657	21.84026967	21.86451792	21.99263793	21.64720368	21.42285525	21.79718377	21.52026474	21.40214188	21.42285525	21.53816714	21.66975359	22.20385399	21.84026967	21.40214188	21.46365208	21.73365009	22.4938811	21.75280774	21.60102762	21.17591436	21.29366304	21.96714216	21.53816714	21.22835251	21.05378141	21.7142342	21.50213691	21.88836534	20.91334306	22.36920887	21.42285525	21.40214188	20.38472368	20.71746641	21.9411877	21.73365009	21.77516657	21.79718377	21.55790537	22.0784108	21.42285525	21.91501826	21.66975359	21.38112625	21.36394383	21.07557838	21.25284731	21.96714216	21.46365208	21.77516657	21.55790537	22.39079741	22.34729236	21.73365009	21.69216553	21.66975359	22.0784108	22.02367721	21.9411877	21.77516657	21.53816714	21.34655377	21.91501826	21.0316265	21.17591436	21.44339787	21.57737719	21.48302306	22.05406272	21.84026967	20.96032724	21.09705093	21.7142342	21.52026474	21.66975359	21.50213691	21.73365009	21.36394383	22.22491875	21.69216553	21.22835251	21.77516657	21.7142342	21.69216553	21.64720368	21.84026967	21.52026474	21.53816714	21.55790537	21.69216553	21.44339787	21.69216553	21.66975359	21.96714216	21.77516657	21.62429615	22.10235476	21.77516657	21.75280774	21.44339787	21.66975359	22.20385399	21.66975359	21.73365009	21.44339787	21.9411877	21.27339951	21.75280774	21.46365208	21.50213691	21.77516657	21.81888756	21.73365009	21.79718377	21.91501826
