Protein	A1	A100	A108	A11	A118	A124	A125	A126	A139	A14	A146	A148	A155	A169	A170	A177	A181	A185	A208	A209	A215	A22	A220	A221	A253	A260	A262	A264	A269	A270	A275	A278	A279	A280	A281	A286	A287	A290	A296	A297	A298	A302	A304	A311	A313	A314	A317	A318	A319	A321	A324	A326	A328	A329	A331	A332	A335	A34	A343	A346	A347	A351	A353	A355	A359	A362	A363	A365	A367	A37	A377	A379	A381	A383	A384	A386	A388	A39	A393	A394	A395	A399	A402	A404	A405	A406	A407	A411	A412	A413	A414	A415	A417	A419	A422	A424	A425	A427	A428	A429	A432	A433	A436	A437	A438	A441	A442	A443	A444	A448	A450	A451	A452	A455	A456	A457	A458	A459	A461	A463	A468	A470	A471	A472	A473	A476	A478	A480	A484	A485	A493	A494	A496	A5	A502	A505	A506	A512	A518	A525	A527	A530	A535	A58	A62	A64	A69	A70	A75	A77	A85
P07996	19.30290439	19.73333315	19.33310293	19.42826202	19.46252224	18.88780071	19.91245082	19.36627739	19.49128748	18.61554343	19.79899223	19.26925455	18.8517094	19.52142024	19.30290439	19.87519889	19.57999352	19.30290439	19.98558626	19.30290439	19.61008043	19.49128748	19.87519889	19.76718872	19.79899223	19.73333315	19.42826202	20.0258614	19.26925455	19.76718872	19.61008043	19.1450689	19.76718872	19.79899223	19.07014978	19.33310293	19.79899223	19.61008043	18.88780071	19.57999352	19.42826202	19.61008043	19.73333315	19.67102096	19.63615905	19.10861379	19.39877917	19.26925455	19.46252224	19.52142024	19.57999352	19.20774122	19.52142024	19.67102096	19.55272538	19.36627739	18.51486042	19.70037537	19.39877917	19.30290439	19.23941906	20.4698286	19.79899223	19.49128748	18.51486042	19.67102096	19.61008043	19.33310293	19.33310293	20.15745796	19.73333315	19.33310293	19.91245082	19.83903767	18.92376851	19.52142024	19.52142024	19.46252224	19.42826202	19.67102096	18.67639444	19.39877917	19.49128748	19.61008043	19.70037537	19.42826202	19.91245082	20.11354252	19.36627739	19.55272538	19.76718872	19.49128748	19.42826202	19.52142024	18.81662433	19.36627739	19.52142024	20.0258614	18.9625854	19.07014978	19.57999352	18.9625854	19.76718872	19.98558626	19.07014978	19.70037537	19.26925455	19.70037537	19.23941906	19.39877917	19.20774122	19.33310293	19.63615905	18.9625854	19.49128748	19.49128748	19.10861379	19.20774122	19.36627739	19.17754606	19.52142024	19.30290439	19.36627739	19.10861379	19.30290439	19.1450689	19.46252224	19.70037537	19.26925455	19.20774122	20.06647947	19.42826202	19.20774122	19.55272538	19.23941906	19.30290439	19.23941906	19.1450689	19.33310293	19.17754606	19.49128748	19.55272538	19.87519889	19.61008043	19.70037537	19.70037537	19.61008043	19.76718872	19.57999352	19.52142024	19.46252224
P08185	19.63615905	20.38472368	20.43179241	20.11354252	20.38472368	20.38472368	20.34291888	20.56316554	20.25368593	20.25368593	20.06647947	20.15745796	19.73333315	19.49128748	20.51932527	19.67102096	20.4698286	20.43179241	20.56316554	20.73985064	19.67102096	20.15745796	21.44339787	19.95389945	20.20235344	20.73985064	20.4698286	19.91245082	19.57999352	20.30128965	21.36394383	19.83903767	20.56316554	20.30128965	19.91245082	19.76718872	20.65218326	21.25284731	21.27339951	20.38472368	19.87519889	20.82683086	19.87519889	20.25368593	20.56316554	20.15745796	20.65218326	21.34655377	20.30128965	19.91245082	19.83903767	19.95389945	20.65218326	20.30128965	19.70037537	20.34291888	19.46252224	20.43179241	19.87519889	20.51932527	20.0258614	19.87519889	19.91245082	20.38472368	20.15745796	20.15745796	20.30128965	20.11354252	20.11354252	19.98558626	19.91245082	20.38472368	20.11354252	20.38472368	20.0258614	20.56316554	20.30128965	20.25368593	20.20235344	20.34291888	20.11354252	20.51932527	19.70037537	19.67102096	20.38472368	20.69473025	20.25368593	20.30128965	20.25368593	19.07014978	19.70037537	19.98558626	20.43179241	21.86451792	20.4698286	20.73985064	19.49128748	19.23941906	21.40214188	20.11354252	19.76718872	20.34291888	19.73333315	19.26925455	20.11354252	20.56316554	20.11354252	19.98558626	20.38472368	20.43179241	21.66975359	20.51932527	20.25368593	20.38472368	20.06647947	20.86500448	20.43179241	20.11354252	20.60646576	20.43179241	20.38472368	20.60646576	20.25368593	20.51932527	20.4698286	20.65218326	20.11354252	20.15745796	19.95389945	20.11354252	20.25368593	20.34291888	20.11354252	20.25368593	19.95389945	20.56316554	20.43179241	19.70037537	20.43179241	20.11354252	20.30128965	20.30128965	20.0258614	20.30128965	20.11354252	19.03572002	20.20235344	20.0258614	20.20235344	20.30128965	20.25368593
P08519	16.13627023	14.99722359	18.03181426	13.14545456	19.79899223	17.93902818	20.43179241	19.03572002	18.41311965	19.79899223	13.04251439	19.95389945	19.83903767	20.34291888	15.22874355	19.07014978	21.00912606	17.57538413	19.26925455	17.00787043	20.06647947	15.73269742	17.65299198	17.71848605	18.88780071	16.80865001	20.0258614	20.25368593	17.19949023	16.77034127	16.08953324	19.03572002	16.57711899	16.80865001	19.39877917	19.57999352	18.61554343	17.71848605	17.71848605	17.82445537	19.63615905	15.92835644	17.41002894	19.17754606	16.61649141	17.28337779	14.00965369	15.88990793	14.54152016	17.32734212	17.68543321	21.09705093	17.36952919	18.44057723	18.9625854	17.08236738	20.43179241	17.32734212	18.54547358	18.61554343	18.20645161	18.11872314	20.20235344	19.36627739	21.42285525	21.52026474	17.08236738	16.04511972	15.88990793	18.11872314	15.22874355	19.00097103	19.39877917	16.08953324	18.77969371	18.3846868	18.05918072	19.67102096	17.87999598	17.24269963	15.88990793	17.87999598	18.58049045	21.20343464	18.92376851	21.00912606	20.15745796	16.96784541	16.80865001	17.49346458	17.93902818	19.79899223	14.88812487	16.92770853	15.81338039	18.7134335	16.96784541	16.89097671	19.61008043	17.12077449	21.75280774	20.65218326	12.58214198	16.89097671	20.0258614	15.65012616	16.20861541	16.96784541	18.81662433	18.44057723	18.7134335	18.41311965	16.50183718	19.49128748	17.87999598	19.10861379	21.12267889	18.92376851	19.07014978	19.07014978	18.92376851	17.53426488	15.77344832	19.98558626	19.39877917	19.07014978	18.47631507	18.32300197	19.1450689	17.85233443	15.60796598	18.58049045	14.54152016	19.1450689	19.17754606	19.36627739	19.36627739	17.65299198	19.10861379	17.45358413	18.77969371	18.7134335	22.71150356	19.17754606	18.32300197	19.10861379	18.44057723	18.08941427	18.81662433	19.33310293	18.64674854
P08571	15.30620413	15.34519731	15.0516338	15.73269742	15.0516338	15.46668192	15.85525783	15.0516338	15.26832268	15.42551097	15.42551097	15.38667086	15.81338039	15.0516338	15.5609597	14.78453261	16.04511972	15.30620413	16.04511972	16.283848	15.14441926	15.51307987	15.14441926	15.14441926	15.34519731	15.18553364	15.69193431	16.3563488	15.22874355	16.57711899	15.10115498	15.38667086	15.42551097	15.34519731	15.51307987	16.24497697	15.22874355	15.51307987	14.88812487	15.22874355	15.30620413	15.85525783	15.30620413	14.99722359	15.18553364	15.65012616	15.22874355	15.22874355	15.38667086	15.51307987	16.283848	15.22874355	15.34519731	15.14441926	15.30620413	15.88990793	15.73269742	14.3783626	15.18553364	15.0516338	15.85525783	15.92835644	15.38667086	15.77344832	15.65012616	15.30620413	15.14441926	15.10115498	15.42551097	15.5609597	15.92835644	14.99722359	14.99722359	15.51307987	15.0516338	16.08953324	15.30620413	14.78453261	15.65012616	15.22874355	15.22874355	15.96648292	14.43104049	15.51307987	15.10115498	15.51307987	16.13627023	15.42551097	15.88990793	15.51307987	15.5609597	15.65012616	15.60796598	15.38667086	15.65012616	15.69193431	15.34519731	16.13627023	15.60796598	15.38667086	14.93976285	15.60796598	15.65012616	15.69193431	15.0516338	15.77344832	15.34519731	15.77344832	15.5609597	15.22874355	15.34519731	15.26832268	15.81338039	14.99722359	15.73269742	15.46668192	15.73269742	14.83521156	15.30620413	15.22874355	15.18553364	15.5609597	15.38667086	15.18553364	15.38667086	15.34519731	15.0516338	15.65012616	15.22874355	15.65012616	15.26832268	15.22874355	15.38667086	14.99722359	15.46668192	15.14441926	14.93976285	16.04511972	15.14441926	15.38667086	15.26832268	15.18553364	14.99722359	15.46668192	15.30620413	14.78453261	15.46668192	15.69193431	15.42551097	15.42551097	15.18553364
P08603	22.65290623	22.20385399	22.20385399	22.71150356	22.24568036	22.39079741	22.80531052	22.12673535	22.39079741	22.62397479	22.5944515	22.3244712	22.74373591	22.51717581	22.44433551	22.44433551	22.93394471	22.10235476	22.83474397	22.46932111	22.68250238	22.5944515	22.41781467	22.20385399	22.80531052	22.22491875	22.71150356	23.03671962	22.77526385	22.56753186	22.15071075	22.77526385	21.77516657	22.36920887	22.77526385	22.77526385	22.44433551	23.11999814	22.56753186	22.05406272	22.46932111	22.36920887	23.03671962	22.68250238	21.77516657	22.39079741	22.05406272	22.46932111	22.41781467	22.22491875	23.00318264	22.10235476	22.3244712	22.5944515	23.28048704	22.77526385	22.71150356	22.30128295	23.15047897	21.86451792	22.20385399	22.86680878	22.68250238	22.36920887	22.27374951	22.15071075	22.4938811	21.91501826	22.71150356	22.24568036	23.20865797	22.34729236	22.56753186	22.51717581	22.30128295	22.54010036	22.34729236	22.27374951	22.65290623	22.51717581	22.05406272	22.46932111	22.80531052	22.77526385	22.36920887	22.41781467	22.74373591	22.39079741	22.5944515	23.17986172	23.17986172	22.5944515	22.30128295	22.46932111	22.4938811	22.0784108	22.74373591	22.77526385	22.22491875	21.81888756	22.71150356	22.62397479	22.24568036	22.46932111	21.88836534	22.41781467	22.4938811	22.65290623	22.0784108	22.15071075	22.3244712	22.36920887	22.80531052	22.15071075	22.54010036	21.91501826	22.93394471	22.4938811	22.27374951	22.05406272	22.39079741	22.22491875	22.05406272	22.27374951	22.39079741	22.02367721	22.34729236	22.5944515	22.39079741	22.4938811	22.46932111	22.24568036	22.80531052	22.30128295	22.10235476	22.17752721	22.05406272	22.51717581	22.05406272	22.41781467	22.22491875	22.44433551	22.56753186	22.17752721	22.4938811	22.77526385	22.39079741	22.62397479	22.51717581	22.22491875	22.44433551
P08637	14.48639511	12.94123105	13.41719324	11.73766986	13.41719324	14.07598046	13.58894882	13.41719324	13.58894882	14.19798453	14.54152016	13.41719324	15.14441926	14.00965369	14.07598046	12.94123105	14.19798453	14.32298437	14.93976285	12.83289001	13.66966018	13.66966018	14.00965369	13.74241471	13.81688365	14.3783626	14.19798453	14.32298437	13.58894882	12.44268437	13.58894882	13.74241471	14.93976285	13.8837888	12.83289001	11.73766986	14.07598046	13.94708898	13.33315535	14.25930192	13.14545456	10.22641219	14.19798453	14.3783626	13.74241471	14.72013736	14.48639511	14.12871935	13.66966018	14.60119044	12.30520676	14.25930192	14.66111003	13.66966018	13.8837888	15.65012616	14.19798453	13.8837888	14.93976285	13.94708898	13.41719324	13.74241471	14.66111003	12.44268437	14.43104049	13.81688365	14.3783626	13.66966018	13.41719324	13.94708898	11.73766986	13.58894882	13.81688365	14.19798453	14.66111003	13.41719324	13.66966018	13.50370153	14.25930192	14.12871935	13.66966018	13.81688365	13.50370153	14.66111003	14.25930192	14.32298437	14.3783626	13.58894882	13.81688365	15.85525783	14.48639511	14.00965369	13.74241471	12.30520676	13.8837888	14.00965369	14.43104049	13.33315535	13.74241471	11.88874325	13.94708898	13.23855402	13.66966018	14.88812487	13.23855402	13.8837888	14.25930192	14.78453261	13.14545456	13.58894882	14.60119044	14.00965369	12.94123105	13.8837888	14.3783626	12.0409746	14.83521156	14.12871935	13.58894882	13.74241471	13.8837888	14.66111003	12.58214198	14.00965369	13.94708898	13.81688365	13.41719324	14.43104049	13.04251439	13.04251439	13.58894882	13.58894882	14.3783626	13.58894882	12.83289001	13.33315535	13.50370153	15.77344832	13.23855402	12.94123105	13.23855402	13.50370153	14.00965369	12.83289001	13.58894882	14.43104049	13.41719324	14.66111003	13.58894882	13.41719324	13.50370153
P08697	19.07014978	19.61008043	19.52142024	19.55272538	19.17754606	19.33310293	19.63615905	19.79899223	19.26925455	19.1450689	19.33310293	19.17754606	19.1450689	18.64674854	19.83903767	19.36627739	19.17754606	19.46252224	19.33310293	19.49128748	18.35387478	19.00097103	19.33310293	18.64674854	19.1450689	20.06647947	19.52142024	19.30290439	18.77969371	19.61008043	19.70037537	18.77969371	19.98558626	19.57999352	19.42826202	18.8517094	19.76718872	19.26925455	19.03572002	19.55272538	19.00097103	19.87519889	19.03572002	19.39877917	20.06647947	19.17754606	19.67102096	20.15745796	19.17754606	19.61008043	19.07014978	19.36627739	19.23941906	19.00097103	18.51486042	19.49128748	18.67639444	19.49128748	18.9625854	19.87519889	19.03572002	19.61008043	18.64674854	19.67102096	19.42826202	19.1450689	19.36627739	19.07014978	19.30290439	18.61554343	19.87519889	19.26925455	19.61008043	19.55272538	19.46252224	19.36627739	19.70037537	19.10861379	19.00097103	19.57999352	19.39877917	19.73333315	18.74617969	18.81662433	19.57999352	19.61008043	19.70037537	19.36627739	19.46252224	18.23456486	19.00097103	19.00097103	19.30290439	19.1450689	19.36627739	19.57999352	19.1450689	18.32300197	19.73333315	19.42826202	19.10861379	19.23941906	19.49128748	18.23456486	19.10861379	19.55272538	19.17754606	19.42826202	19.30290439	19.63615905	18.61554343	19.52142024	19.1450689	19.55272538	19.36627739	19.03572002	19.42826202	18.9625854	19.76718872	19.42826202	19.57999352	19.20774122	19.76718872	19.46252224	19.52142024	19.57999352	19.03572002	19.36627739	18.81662433	19.33310293	19.83903767	19.26925455	19.33310293	19.30290439	19.33310293	19.39877917	19.33310293	19.17754606	19.23941906	19.20774122	19.03572002	19.20774122	19.30290439	19.30290439	19.10861379	18.58049045	19.20774122	19.07014978	19.1450689	19.55272538	19.30290439
P08709	12.0409746	12.83289001	11.88874325	12.94123105	11.88874325	12.58214198	12.0409746	12.17086395	11.88874325	12.58214198	11.29806257	12.0409746	12.94123105	12.44268437	13.58894882	12.30520676	12.71145189	12.58214198	13.81688365	12.58214198	13.33315535	9.152284842	11.73766986	9.152284842	12.71145189	12.44268437	12.94123105	11.55506839	12.30520676	11.73766986	12.0409746	12.30520676	11.29806257	12.0409746	11.29806257	13.23855402	12.44268437	13.04251439	11.73766986	12.58214198	11.73766986	12.0409746	11.88874325	12.94123105	12.58214198	13.23855402	12.58214198	14.25930192	12.30520676	12.83289001	11.04302728	12.71145189	12.30520676	11.55506839	12.17086395	11.88874325	11.29806257	10.71424552	12.58214198	11.88874325	12.44268437	13.23855402	12.0409746	13.58894882	10.22641219	12.58214198	11.88874325	11.88874325	12.58214198	12.44268437	10.71424552	11.55506839	12.44268437	12.0409746	12.71145189	12.94123105	12.83289001	11.88874325	13.14545456	11.73766986	12.30520676	11.88874325	12.94123105	12.71145189	12.44268437	12.30520676	12.94123105	11.88874325	13.04251439	14.54152016	13.14545456	13.04251439	12.83289001	12.83289001	11.88874325	12.44268437	13.23855402	11.55506839	13.23855402	12.30520676	11.73766986	11.73766986	12.17086395	12.30520676	12.30520676	13.14545456	11.88874325	12.58214198	11.88874325	11.73766986	13.04251439	12.58214198	12.30520676	12.44268437	12.44268437	13.23855402	12.94123105	12.30520676	11.73766986	12.0409746	12.0409746	13.14545456	13.50370153	12.94123105	12.0409746	12.17086395	11.73766986	12.58214198	11.29806257	11.88874325	12.30520676	12.30520676	12.0409746	11.55506839	12.30520676	12.44268437	12.30520676	11.29806257	12.17086395	12.0409746	12.30520676	11.88874325	12.83289001	12.17086395	11.73766986	12.44268437	11.73766986	12.58214198	11.55506839	11.88874325	12.0409746
P0C0L4	22.86680878	23.28048704	22.74373591	22.71150356	22.65290623	22.93394471	22.34729236	22.71150356	22.89817641	22.86680878	22.5944515	22.80531052	22.96884764	22.93394471	22.68250238	22.65290623	22.05406272	22.46932111	23.03671962	23.44420494	22.36920887	23.06302504	22.5944515	23.28048704	23.00318264	23.08885939	23.36233234	22.62397479	23.36233234	23.24501949	22.62397479	23.06302504	22.71150356	23.03671962	22.86680878	22.86680878	22.86680878	22.77526385	23.5890045	22.46932111	22.83474397	23.06302504	23.20865797	23.63116329	22.83474397	23.11999814	22.89817641	23.40384928	23.11999814	23.36233234	23.00318264	22.96884764	22.62397479	23.06302504	23.15047897	23.20865797	22.86680878	22.77526385	23.00318264	22.71150356	22.74373591	23.75093776	23.40384928	23.63116329	23.17986172	22.89817641	22.77526385	22.77526385	23.24501949	22.44433551	23.92186173	22.77526385	22.86680878	22.51717581	23.06302504	23.15047897	22.83474397	22.71150356	23.54557645	22.80531052	22.30128295	23.5890045	23.24501949	23.36233234	23.15047897	23.54557645	23.54557645	22.74373591	23.63116329	22.93394471	23.17986172	22.5944515	22.44433551	22.77526385	22.89817641	23.32199001	23.08885939	23.03671962	22.5944515	22.65290623	22.44433551	22.93394471	22.86680878	22.86680878	23.15047897	22.96884764	23.17986172	22.12673535	22.86680878	22.77526385	22.4938811	23.06302504	23.49578087	23.00318264	22.41781467	22.93394471	23.40384928	22.65290623	22.83474397	23.20865797	23.24501949	23.06302504	23.36233234	22.86680878	23.11999814	23.11999814	22.74373591	22.93394471	23.06302504	23.11999814	22.86680878	22.89817641	23.63116329	22.83474397	22.93394471	22.96884764	23.11999814	23.03671962	23.20865797	23.11999814	22.96884764	23.00318264	22.34729236	23.17986172	22.89817641	23.11999814	22.86680878	23.49578087	22.96884764	23.00318264	23.00318264
P0C0L5	18.8517094	19.26925455	19.91245082	18.81662433	18.61554343	19.52142024	17.32734212	19.1450689	18.81662433	18.81662433	18.41311965	18.67639444	19.03572002	17.71848605	19.26925455	18.9625854	19.03572002	18.61554343	19.42826202	19.70037537	18.29551785	19.36627739	19.55272538	19.87519889	19.20774122	19.70037537	19.26925455	17.90996338	19.36627739	18.47631507	17.71848605	19.23941906	20.0258614	19.07014978	19.36627739	19.17754606	19.00097103	19.76718872	20.30128965	18.26437845	19.17754606	19.57999352	20.15745796	19.52142024	19.91245082	18.9625854	19.23941906	20.65218326	19.26925455	19.55272538	18.88780071	18.74617969	18.88780071	18.64674854	19.52142024	19.73333315	18.7134335	19.26925455	19.49128748	19.26925455	18.67639444	19.33310293	19.55272538	20.34291888	19.33310293	18.51486042	19.30290439	19.20774122	19.20774122	18.47631507	18.7134335	19.10861379	18.92376851	18.7134335	19.79899223	19.17754606	19.46252224	18.58049045	19.73333315	19.00097103	18.00145218	19.87519889	18.61554343	19.03572002	19.00097103	19.91245082	19.33310293	19.17754606	19.98558626	19.1450689	19.33310293	18.77969371	19.49128748	19.70037537	18.77969371	19.49128748	18.67639444	18.8517094	19.33310293	18.32300197	18.9625854	19.20774122	19.1450689	18.64674854	19.26925455	19.07014978	19.49128748	18.11872314	18.8517094	19.07014978	18.58049045	19.1450689	19.67102096	19.00097103	18.67639444	19.70037537	18.9625854	18.74617969	19.26925455	18.9625854	19.30290439	19.76718872	17.82445537	19.07014978	19.07014978	19.39877917	18.32300197	19.33310293	19.20774122	19.36627739	18.81662433	18.81662433	19.57999352	18.44057723	19.1450689	19.1450689	18.9625854	19.23941906	18.9625854	19.39877917	18.7134335	18.9625854	18.32300197	18.41311965	18.58049045	18.88780071	18.74617969	19.67102096	18.47631507	18.7134335	18.8517094
P0CG47;P0CG48;P62979;P62987	13.04251439	9.152284842	12.71145189	11.29806257	11.29806257	11.55506839	10.71424552	9.152284842	12.17086395	11.73766986	14.25930192	12.71145189	10.22641219	10.22641219	12.0409746	12.44268437	12.30520676	11.73766986	13.50370153	11.73766986	12.23959853	13.04251439	12.58214198	10.22641219	13.58894882	13.74241471	10.71424552	14.07598046	11.88874325	11.29806257	13.50370153	11.88874325	18.18013255	12.71145189	12.30520676	13.74241471	11.73766986	12.30520676	12.83289001	14.00965369	11.88874325	12.30520676	12.17086395	13.66966018	18.44057723	12.17086395	12.71145189	13.74241471	13.04251439	12.44268437	11.55506839	11.88874325	9.152284842	12.30520676	12.30520676	11.73766986	11.73766986	12.94123105	12.30520676	12.94123105	12.17086395	10.71424552	11.29806257	11.55506839	12.58214198	13.23855402	12.17086395	13.33315535	10.71424552	13.8837888	13.94708898	9.152284842	13.33315535	9.152284842	12.0409746	12.58214198	12.71145189	11.04302728	9.152284842	12.71145189	11.73766986	13.50370153	11.55506839	11.73766986	12.94123105	12.94123105	13.66966018	12.71145189	10.22641219	11.88874325	13.50370153	10.22641219	12.94123105	11.55506839	9.152284842	11.88874325	12.17086395	12.0409746	14.00965369	12.83289001	12.0409746	11.29806257	12.71145189	11.73766986	11.04302728	12.44268437	11.29806257	10.22641219	12.83289001	11.55506839	11.04302728	12.44268437	12.44268437	12.17086395	12.0409746	11.29806257	12.44268437	11.88874325	9.152284842	12.30520676	12.17086395	11.04302728	11.55506839	12.0409746	12.71145189	12.44268437	12.30520676	11.88874325	11.73766986	12.44268437	13.74241471	12.71145189	11.55506839	12.0409746	11.88874325	12.17086395	11.73766986	11.73766986	11.73766986	12.58214198	12.83289001	11.29806257	12.94123105	12.58214198	10.71424552	12.0409746	11.88874325	12.0409746	11.88874325	12.58214198	11.73766986
